,SNO,State,District,ulb,No. of Applications Received,No. of Applications Not Verified,No. of Applications Verified,No. of Applications Approved,No. of Applications Approved having Aadhar No.,No. of Applications Rejected,No. of Applications Pullback,No. of Applications Closed,No. of Constructed Toilet Photo Uploaded,No. of Constructed Toilet Photo Approved,No. of Commenced Toilet Photo ,No. of Constructed Toilet Photo through Swachhalaya
0,1,Karnataka,Davanagere ,Channagiri (TP),360,0,313,313,291,5,0,42,313,312,0,0
2,2,Karnataka,Davanagere ,Davanagere (M Corp.),8948,0,4121,3669,3490,3796,0,1031,3683,3304,0,0
4,3,Karnataka,Davanagere ,Harapanahalli (TMC),2766,0,2759,2759,657,7,0,0,2736,0,0,0
6,4,Karnataka,Davanagere ,Harihar (CMC),2257,277,497,476,469,1430,0,53,468,0,13,0
8,5,Karnataka,Davanagere ,Honnali (TP),556,19,530,530,506,7,0,0,519,0,5,0
10,6,Karnataka,Davanagere ,Jagalur (TP),463,0,459,459,394,3,0,1,462,332,0,0
12,7,Karnataka,Davanagere ,Malebennuru (TMC),336,0,296,296,295,37,0,3,281,0,6,0
0,1,Karnataka,Gadag-Betigeri,Gadag-Betigeri (CMC),13433,126,8839,8669,8009,1586,1,2881,7335,0,116,0
2,2,Karnataka,Gadag-Betigeri,Gajendragarh (TMC),3102,1,1741,1741,806,259,0,1101,1749,2,6,0
4,3,Karnataka,Gadag-Betigeri,Lakshmeshwar (TMC),3835,1,2248,2246,2040,95,1,1490,2243,7,2,0
6,4,Karnataka,Gadag-Betigeri,Mulgund (TP),1662,0,1121,1121,1121,158,0,383,1025,81,41,0
8,5,Karnataka,Gadag-Betigeri,Mundargi (TMC),1730,1,1359,1355,1235,5,0,365,1363,141,0,0
10,6,Karnataka,Gadag-Betigeri,Naregal (TP),2570,21,1873,1872,1243,676,0,0,1919,0,46,0
12,7,Karnataka,Gadag-Betigeri,Nargund (TMC),3252,0,1426,1426,1361,309,0,1517,1426,26,16,0
14,8,Karnataka,Gadag-Betigeri,Ron (TMC),1686,57,1301,1301,1170,306,1,21,1242,0,38,0
16,9,Karnataka,Gadag-Betigeri,Shirhatti (TP),3235,0,1100,1100,1100,83,5,2047,1105,6,0,0
0,1,Karnataka,Gulbarga ,Afzalpur (TP),1254,140,719,715,655,35,0,360,654,142,25,0
2,2,Karnataka,Gulbarga ,Aland (TMC),2046,5,1339,1151,1002,92,0,610,1042,0,16,0
4,3,Karnataka,Gulbarga ,Chincholi (TP),1081,0,818,804,734,17,1,245,727,32,38,0
6,4,Karnataka,Gulbarga ,Chitapur (TMC),1840,0,1083,1083,1083,3,0,754,1033,76,0,0
8,5,Karnataka,Gulbarga ,Gulbarga (M Corp.),14194,618,8057,7698,7468,5312,16,191,7069,6892,5,0
10,6,Karnataka,Gulbarga ,Jevargi (TP),1352,1,1058,1058,539,7,1,285,990,812,5,0
12,7,Karnataka,Gulbarga ,Sedam (TMC),1946,83,1570,1510,1196,110,0,183,1452,436,20,0
14,8,Karnataka,Gulbarga ,Shahabad (CMC),3256,667,1778,1724,1724,805,4,2,1689,557,40,0
16,9,Karnataka,Gulbarga ,Shahabad ACC (NAC),0,0,0,0,0,0,0,0,0,0,0,0
18,10,Karnataka,Gulbarga ,Wadi (TMC),1663,3,1434,1267,1108,14,0,212,1143,2,4,0
0,1,Karnataka,Hassan ,Alur (TP),60,0,58,57,57,1,1,0,57,0,0,0
2,2,Karnataka,Hassan ,Arkalgud (TP),643,1,438,438,435,1,0,203,437,0,0,0
4,3,Karnataka,Hassan ,Arsikere (TMC),371,2,233,222,222,1,0,135,213,0,3,0
6,4,Karnataka,Hassan ,Belur (TMC),395,0,392,391,381,3,0,0,382,0,1,0
8,5,Karnataka,Hassan ,Channarayapatna (TMC),294,7,280,273,267,7,0,0,280,0,0,0
10,6,Karnataka,Hassan ,Hassan (CMC),113,2,111,111,90,0,0,0,111,0,0,0
12,7,Karnataka,Hassan ,Hole Narsipur (TMC),504,4,446,446,444,48,0,6,446,0,0,0
14,8,Karnataka,Hassan ,Sakleshpur (TMC),122,40,82,82,66,0,0,0,76,0,0,0
0,1,Karnataka,Haveri ,Bankapura (TMC),1754,187,1496,1460,1300,65,4,2,1356,0,127,0
2,2,Karnataka,Haveri ,Byadgi (TMC),1459,1,1448,1448,1010,0,0,10,1444,0,5,0
4,3,Karnataka,Haveri ,Guttala (TP),1823,10,1813,1794,1794,0,0,0,1720,56,73,0
6,4,Karnataka,Haveri ,Hangal (TMC),1135,74,1016,986,925,34,0,11,987,0,4,0
8,5,Karnataka,Haveri ,Haveri (CMC),2477,0,2212,2193,2152,113,0,152,2128,1957,32,0
10,6,Karnataka,Haveri ,Hirekerur (TP),803,1,589,589,571,200,0,13,595,586,0,0
12,7,Karnataka,Haveri ,Ranibennur (CMC),2003,1,1754,1749,1718,205,0,43,1740,1673,0,0
14,8,Karnataka,Haveri ,Savanur (TMC),2592,700,1878,1860,1274,10,4,0,1665,545,157,0
16,9,Karnataka,Haveri ,Shiggaon (TMC),1875,167,1628,1586,1498,1,0,79,1380,1013,93,0
0,1,Karnataka,Hubli-Dharwad ,Alnavar (TP),1216,1,1185,1182,1168,3,0,27,1161,0,10,0
2,2,Karnataka,Hubli-Dharwad ,Annigeri (TMC),3010,0,1614,1614,1585,0,0,1396,1477,1359,1,0
4,3,Karnataka,Hubli-Dharwad ,Hubli-Dharwad (M Corp.),21166,15,20492,20490,19513,135,2,522,16805,0,1487,0
6,4,Karnataka,Hubli-Dharwad ,Kalghatgi (TP),1672,79,1013,963,731,26,0,554,891,846,0,0
8,5,Karnataka,Hubli-Dharwad ,Kundgol (TP),1514,75,776,771,628,12,0,651,735,14,14,0
10,6,Karnataka,Hubli-Dharwad ,Navalgund (TMC),2449,0,1416,1416,1394,0,1,1032,1336,336,5,0
0,1,Karnataka,Kodagu,Kushalnagar (TP),94,1,56,56,42,36,0,1,56,0,0,0
2,2,Karnataka,Kodagu,Madikeri (CMC),205,6,197,197,181,2,0,0,164,0,6,0
4,3,Karnataka,Kodagu,Somvarpet (TP),163,0,162,162,158,1,0,0,125,123,12,0
6,4,Karnataka,Kodagu,Virajpet (TP),162,0,156,156,146,6,0,0,161,142,0,0
0,1,Karnataka,Kolar ,Bangarapet (TMC),864,2,733,733,600,0,0,129,670,0,1,0
2,2,Karnataka,Kolar ,Kolar (CMC),334,1,333,333,316,0,0,0,329,0,0,0
4,3,Karnataka,Kolar ,Malur (TMC),740,0,639,639,546,28,0,73,639,24,1,0
6,4,Karnataka,Kolar ,Mulbagal (TMC),1008,0,965,965,947,9,2,32,952,0,3,0
8,5,Karnataka,Kolar ,Robertson Pet (CMC),12513,2746,7570,7570,6153,1437,7,753,6480,1,638,0
10,6,Karnataka,Kolar ,Srinivaspur (TMC),423,2,410,410,225,6,0,5,409,0,0,0
0,1,Karnataka,Koppal ,Bhagyanagar (TP),650,0,424,424,424,14,0,212,411,0,10,0
2,2,Karnataka,Koppal ,Gangawati (CMC),7423,32,7368,6887,3928,1,3,19,3120,0,125,0
4,3,Karnataka,Koppal ,Kaaratagi (TMC),946,34,723,680,680,43,0,146,415,0,13,0
6,4,Karnataka,Koppal ,Kanakagiri (TP),655,0,390,390,390,85,0,180,248,1,47,0
8,5,Karnataka,Koppal ,Koppal (CMC),4617,47,4048,3848,3584,521,1,0,2428,6,210,0
10,6,Karnataka,Koppal ,Kukanooru (TP),1399,324,1036,1027,1026,5,0,34,415,0,58,0
12,7,Karnataka,Koppal ,Kushtagi (TMC),1082,14,681,621,570,192,0,195,564,1,47,0
14,8,Karnataka,Koppal ,Tavaragera (TP),747,8,636,525,525,48,0,55,374,0,43,0
16,9,Karnataka,Koppal ,Yelbarga (TP),1121,0,1072,1006,913,6,0,43,923,315,49,0
0,1,Karnataka,Mandya ,Belluru,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Karnataka,Mandya ,Krishnarajpet (TMC),463,0,324,323,323,26,3,110,296,291,0,0
4,3,Karnataka,Mandya ,Maddur (TMC),312,0,138,138,87,36,0,138,125,0,0,0
6,4,Karnataka,Mandya ,Malavalli (TMC),979,5,967,960,880,6,0,1,967,0,0,0
8,5,Karnataka,Mandya ,Mandya (CMC),757,1,585,585,546,0,1,170,573,0,11,0
10,6,Karnataka,Mandya ,Nagamangala (TP),227,0,106,104,90,121,0,0,100,0,27,0
12,7,Karnataka,Mandya ,Pandavapura (TMC),624,18,220,220,214,5,0,381,220,0,2,0
14,8,Karnataka,Mandya ,Shrirangapattana (TMC),914,0,719,713,696,113,1,81,689,0,5,0
0,1,Karnataka,Mysore ,Bannur (TMC),1234,0,1072,1072,1063,9,0,153,1061,0,0,0
2,2,Karnataka,Mysore ,Heggadadevankote (TP),603,0,573,565,565,4,0,26,515,0,27,0
4,3,Karnataka,Mysore ,Hunsur (TMC),962,1,911,910,901,33,0,17,910,2,0,0
6,4,Karnataka,Mysore ,Krishnarajanagara (TMC),1296,1,1220,1220,1216,2,0,73,1220,0,0,0
8,5,Karnataka,Mysore ,Mysore (M Corp.),536,0,399,399,398,18,0,119,400,399,0,0
10,6,Karnataka,Mysore ,Nanjangud (TMC),2152,40,1518,1518,1513,393,0,201,1522,0,4,0
12,7,Karnataka,Mysore ,Piriyapatna (TP),606,0,468,468,456,97,0,41,442,0,32,0
14,8,Karnataka,Mysore ,Saragur (TP),481,8,471,469,467,0,0,2,263,0,30,0
16,9,Karnataka,Mysore ,Tirumakudal  Narsipur (TP),1035,0,807,807,807,19,1,208,783,0,3,0
0,1,Karnataka,Raichur ,Balaganur (TP),294,1,265,265,263,20,0,8,255,213,0,0
2,2,Karnataka,Raichur ,Devadurga (TMC),2948,29,1743,1729,893,81,1,1094,1595,1,134,0
4,3,Karnataka,Raichur ,Hatti Gold Mines(NAC),0,0,0,0,0,0,0,0,0,0,0,0
6,4,Karnataka,Raichur ,Hutti(NAC),0,0,0,0,0,0,0,0,0,0,0,0
8,5,Karnataka,Raichur ,Hutti(TP),13,0,12,11,11,1,0,0,11,0,0,0
10,6,Karnataka,Raichur ,Kavitala (TP),804,0,655,655,653,81,1,67,596,0,26,0
12,7,Karnataka,Raichur ,Lingsugur (TMC),1400,3,991,991,838,88,0,318,933,477,1,0
14,8,Karnataka,Raichur ,Manvi (TMC),4759,659,2970,2216,1841,961,3,166,2264,17,136,0
16,9,Karnataka,Raichur ,Maski (TMC),1735,1,1565,1563,1557,19,0,150,1552,0,1,0
18,10,Karnataka,Raichur ,Mudgal (TP),1701,0,1413,1413,1368,40,0,248,1407,0,17,0
20,11,Karnataka,Raichur ,Raichur (CMC),22549,980,8453,8440,5486,3029,6,10081,8234,7998,1,0
22,12,Karnataka,Raichur ,Sindhnur (CMC),2249,0,1830,1830,1830,14,0,405,1830,1781,0,0
24,13,Karnataka,Raichur ,Siravara,450,0,425,425,424,1,0,24,364,0,0,0
26,14,Karnataka,Raichur ,Turuvihaala (TP),876,0,873,732,732,3,0,0,732,2,0,0
0,1,Karnataka,Ramanagara ,Bidadi (TMC),252,1,249,249,243,2,0,0,245,0,0,0
2,2,Karnataka,Ramanagara ,Channapatna (CMC),1260,0,1219,1219,1198,0,0,41,1219,695,0,0
4,3,Karnataka,Ramanagara ,Kanakapura (TMC),1617,42,1363,1363,1360,177,0,35,1362,50,6,0
6,4,Karnataka,Ramanagara ,Magadi (TMC),763,1,717,717,707,1,0,44,693,73,0,0
8,5,Karnataka,Ramanagara ,Ramanagara (CMC),1203,2,866,866,823,23,0,312,866,95,0,0
0,1,Karnataka,Shimoga ,Bhadravati (CMC),3071,0,1677,1677,1440,1012,0,382,1537,0,133,0
2,2,Karnataka,Shimoga ,Hosanagara (TP),80,0,49,49,49,13,0,18,50,49,0,0
4,3,Karnataka,Shimoga ,Jog Kargal (TP),640,0,636,636,518,4,0,0,574,574,0,0
6,4,Karnataka,Shimoga ,Sagar (CMC),536,21,499,499,389,10,0,6,474,0,6,0
8,5,Karnataka,Shimoga ,Shikarpur (TMC),1390,0,1334,1117,1077,0,1,55,1184,837,16,0
10,6,Karnataka,Shimoga ,Shimoga (CMC),2988,0,1287,1287,1164,967,0,734,1164,0,104,0
12,7,Karnataka,Shimoga ,Siralkoppa (TP),610,0,564,564,549,2,0,44,558,4,1,0
14,8,Karnataka,Shimoga ,Soraba (TP),524,1,445,445,437,57,0,21,440,439,0,0
16,9,Karnataka,Shimoga ,Tirthahalli (TP),98,0,94,91,66,0,0,4,89,36,0,0
0,1,Karnataka,Tumkur ,Chiknayakanhalli (TMC),936,0,744,744,723,14,0,178,573,14,35,0
2,2,Karnataka,Tumkur ,Gubbi (TP),896,5,682,682,651,10,0,199,500,0,50,0
4,3,Karnataka,Tumkur ,Huliyaru,0,0,0,0,0,0,0,0,0,0,0,0
6,4,Karnataka,Tumkur ,Koratagere (TP),510,1,403,402,399,9,0,97,317,105,26,0
8,5,Karnataka,Tumkur ,Kunigal (TMC),1468,1,1322,1322,1289,5,0,140,1208,0,2,0
10,6,Karnataka,Tumkur ,Madhugiri (TMC),1113,0,789,789,774,28,0,296,785,1,3,0
12,7,Karnataka,Tumkur ,Pavagada (TMC),1689,1,1032,1032,957,66,0,590,829,0,52,0
14,8,Karnataka,Tumkur ,Sira (CMC),2861,7,1690,1677,1577,207,0,957,1695,812,0,0
16,9,Karnataka,Tumkur ,Tiptur (CMC),1443,0,724,724,683,245,0,474,725,7,0,0
18,10,Karnataka,Tumkur ,Tumkur (CMC),3876,94,1753,1739,659,1505,1,523,1806,2,3,0
20,11,Karnataka,Tumkur ,Turuvekere (TP),421,1,219,219,210,11,0,190,211,0,0,0
0,1,Karnataka,Udupi ,Kaapu (TMC),0,0,0,0,0,0,0,0,0,0,0,0
2,2,Karnataka,Udupi ,Karkala (TMC),230,3,198,169,169,9,0,20,184,0,0,0
4,3,Karnataka,Udupi ,Kundapura (TMC),87,0,61,61,61,20,0,6,62,21,0,0
6,4,Karnataka,Udupi ,Saligram (TP),60,0,51,51,51,0,0,9,51,40,0,0
8,5,Karnataka,Udupi ,Udupi (CMC),194,6,141,141,141,19,0,28,136,94,6,0
0,1,Karnataka,Uttara Kannada,Ankola (TP),406,0,381,381,381,6,0,19,378,0,3,0
2,2,Karnataka,Uttara Kannada,Bhatkal (TMC),181,0,142,142,137,34,0,5,142,1,0,0
4,3,Karnataka,Uttara Kannada,Dandeli (CMC),1785,2,1704,1620,1470,79,0,0,683,0,211,0
6,4,Karnataka,Uttara Kannada,Haliyal (TP),767,0,765,765,660,1,0,1,684,0,24,0
8,5,Karnataka,Uttara Kannada,Honavar (TP),421,0,377,377,345,10,0,34,303,0,0,0
10,6,Karnataka,Uttara Kannada,Jaali (TP),287,0,136,136,136,149,0,2,136,0,0,0
12,7,Karnataka,Uttara Kannada,Karwar (CMC),1448,0,1243,1243,1236,22,0,183,1234,0,14,0
14,8,Karnataka,Uttara Kannada,Kumta (TMC),986,55,857,720,522,74,0,0,660,0,45,0
16,9,Karnataka,Uttara Kannada,Mundgod (TP),960,13,893,892,848,54,0,0,890,433,0,0
18,10,Karnataka,Uttara Kannada,Siddapur (TP),635,1,560,560,541,16,0,58,560,73,5,0
20,11,Karnataka,Uttara Kannada,Sirsi (CMC),1020,0,950,950,897,25,0,45,952,688,0,0
22,12,Karnataka,Uttara Kannada,Yellapur (TP),643,1,542,541,353,56,0,44,506,91,1,0
0,1,Karnataka,Yadgir ,Bhimarayanagudi (NAC),0,0,0,0,0,0,0,0,0,0,0,0
2,2,Karnataka,Yadgir ,Gurmatkal (TP),1045,23,897,896,818,0,1,124,763,0,0,0
4,3,Karnataka,Yadgir ,Kakkera TMC,1185,0,1156,756,756,25,1,3,565,528,10,0
6,4,Karnataka,Yadgir ,Kembhavi TMC,2523,416,1948,1877,1856,106,0,53,1242,206,66,0
8,5,Karnataka,Yadgir ,Shahpur (TMC),3767,517,2991,2936,1881,132,1,126,2655,0,81,0
10,6,Karnataka,Yadgir ,Shorapur (TMC),2813,225,2528,2518,1986,46,8,6,2366,1158,45,0
12,7,Karnataka,Yadgir ,Yadgiri (CMC),4370,1578,2376,1533,1426,238,3,175,1404,0,47,0
0,1,Kerala,Alappuzha,Alappuzha (M),877,392,452,452,300,5,0,28,452,450,0,1
2,2,Kerala,Alappuzha,Chengannur (M),399,290,109,108,105,0,0,0,108,0,0,0
4,3,Kerala,Alappuzha,Cherthala (M),1390,456,895,886,817,19,0,20,746,358,13,2
6,4,Kerala,Alappuzha,Haripad,475,355,114,114,113,1,0,5,116,0,0,0
8,5,Kerala,Alappuzha,Kayamkulam (M),532,43,273,271,176,216,0,0,247,85,2,0
10,6,Kerala,Alappuzha,Mavelikkara (M),343,32,273,265,238,38,0,0,248,247,8,0
0,1,Kerala,Ernakulam,Aluva (M),4,0,4,4,0,0,0,0,4,0,0,0
2,2,Kerala,Ernakulam,Angamaly (M),120,120,0,0,0,0,0,0,94,0,0,0
4,3,Kerala,Ernakulam,Eloor,72,10,25,25,23,37,0,0,28,24,0,0
6,4,Kerala,Ernakulam,Kalamassery (M),24,2,22,22,22,0,0,0,0,0,0,0
8,5,Kerala,Ernakulam,Kochi (M Corp.),4866,2302,1970,1951,1837,591,3,0,1447,1434,128,0
10,6,Kerala,Ernakulam,Koothattukulam,41,0,38,38,37,3,0,0,38,37,0,0
12,7,Kerala,Ernakulam,Kothamangalam (M),204,54,148,148,136,2,0,0,0,0,0,1
14,8,Kerala,Ernakulam,Maradu(M),161,0,160,79,76,0,0,1,15,0,6,0
16,9,Kerala,Ernakulam,Muvattupuzha (M),13,13,0,0,0,0,0,0,10,0,1,0
18,10,Kerala,Ernakulam,Paravur (M),497,53,263,194,65,181,0,0,184,184,0,0
20,11,Kerala,Ernakulam,Perumbavoor (M),135,4,102,100,99,29,0,0,62,0,17,0
22,12,Kerala,Ernakulam,Piravom,219,0,216,216,193,3,0,0,211,1,0,0
24,13,Kerala,Ernakulam,Thrikkakara(M),581,104,477,1,1,0,0,0,0,0,0,0
26,14,Kerala,Ernakulam,Thrippunithura (M),305,46,259,244,177,0,0,0,116,2,1,0
0,1,Kerala,Idukki,Kattappana,178,1,177,177,156,0,0,0,172,0,0,0
2,2,Kerala,Idukki,Thodupuzha (M),382,20,264,264,259,2,0,96,259,259,0,0
0,1,Kerala,Kannur,Anthoor,120,3,110,110,103,0,0,7,108,108,0,0
2,2,Kerala,Kannur,Iritty,177,0,171,171,164,2,0,4,171,171,0,0
4,3,Kerala,Kannur,Kannur (M),248,75,124,123,118,49,0,0,121,110,2,0
6,4,Kerala,Kannur,Kannur Cantonment (CB),0,0,0,0,0,0,0,0,0,0,0,0
8,5,Kerala,Kannur,Koothuparamba (M),48,0,47,47,47,0,0,1,47,47,0,0
10,6,Kerala,Kannur,Mattannur (M),67,11,55,54,52,1,0,0,52,50,0,0
12,7,Kerala,Kannur,Panoor,85,3,82,81,81,0,0,0,82,81,0,1
14,8,Kerala,Kannur,Payyannur (M),113,0,103,103,101,10,0,0,102,94,0,0
16,9,Kerala,Kannur,Sreekandapuram,212,8,198,197,0,6,0,0,162,161,0,0
18,10,Kerala,Kannur,Taliparamba (M),35,1,32,32,20,1,0,1,32,32,0,0
20,11,Kerala,Kannur,Thalassery (M),298,0,259,259,251,39,0,0,251,251,0,0
0,1,Kerala,Kasaragod ,Kanhangad (M),300,0,273,266,256,10,0,17,253,1,6,0
2,2,Kerala,Kasaragod ,Kasaragod (M),268,59,209,29,29,0,0,0,159,0,6,0
4,3,Kerala,Kasaragod ,Neeleswaram,294,0,282,279,271,8,0,4,184,11,46,0
0,1,Kerala,Kollam ,Karunagapally,820,278,541,529,502,1,0,0,113,0,2,23
2,2,Kerala,Kollam ,Kollam (M Corp.),3576,207,1179,1110,801,2190,0,0,1433,0,60,0
4,3,Kerala,Kollam ,Kottarakkara,278,6,269,260,258,1,0,2,210,161,0,0
6,4,Kerala,Kollam ,Paravoor (M),639,23,545,537,236,70,0,1,513,510,0,0
